日期,渠道,区域,品类,用户层级,访问量,订单数,收入,退款订单数,退款金额,营销成本
2024-07-22,自然搜索,华南,食品,活跃客,69,3,343.17,0,0.0,28.98
2024-04-24,付费广告,华南,数码,新客,71,1,590.1,0,0.0,208.31
2024-07-24,付费广告,华南,食品,活跃客,93,3,497.32,0,0.0,271.85
2024-08-22,内容种草,华南,办公,沉睡唤醒,73,3,558.4,0,0.0,80.69
2025-05-13,内容种草,西南,家居,活跃客,95,4,1641.97,0,0.0,93.15
2024-04-09,转介绍,华东,食品,高价值客,43,2,484.12,0,0.0,26.73
2025-03-29,自然搜索,华东,服饰,沉睡唤醒,96,1,249.6,0,0.0,37.15
2024-04-21,内容种草,西南,办公,活跃客,65,1,316.44,0,0.0,67.7
2024-09-21,付费广告,西南,食品,高价值客,88,3,623.37,1,176.87,242.89
2024-11-02,付费广告,西南,办公,沉睡唤醒,115,2,370.26,0,0.0,330.39
2024-12-25,内容种草,华东,数码,活跃客,103,5,2940.16,0,0.0,107.2
2024-07-06,付费广告,华东,家居,活跃客,84,2,691.62,0,0.0,224.51
2025-05-19,付费广告,华南,数码,新客,93,1,596.05,0,0.0,349.9
2025-01-27,转介绍,华南,食品,活跃客,52,4,615.02,0,0.0,31.86
2025-02-08,自然搜索,华北,家居,活跃客,72,3,1055.75,0,0.0,31.35
2024-02-27,自然搜索,华南,办公,新客,85,1,216.92,0,0.0,36.43
2024-02-14,自然搜索,华北,家居,高价值客,60,5,2751.66,0,0.0,23.2
2024-09-01,转介绍,华东,服饰,活跃客,66,4,1405.42,1,292.39,37.51
2025-06-14,内容种草,华南,食品,活跃客,113,4,798.96,1,167.85,127.09
2024-12-07,付费广告,华东,服饰,活跃客,121,7,1861.27,2,431.36,368.42
2024-10-24,转介绍,华北,食品,沉睡唤醒,57,2,256.1,0,0.0,33.63
2024-09-26,付费广告,华北,办公,沉睡唤醒,118,2,492.88,0,0.0,320.03
2024-07-09,转介绍,华南,家居,高价值客,48,4,2215.86,0,0.0,27.53
2024-11-26,付费广告,华北,数码,活跃客,124,12,8866.13,1,618.69,378.99
2025-03-20,自然搜索,西南,食品,活跃客,73,5,801.45,0,0.0,30.11
2024-07-27,自然搜索,华北,食品,高价值客,75,7,1601.22,0,0.0,30.11
2024-02-23,转介绍,华东,数码,活跃客,39,1,696.45,0,0.0,23.98
2024-02-27,内容种草,西南,家居,活跃客,64,0,0.0,0,0.0,67.36
2024-10-11,内容种草,华北,办公,沉睡唤醒,60,3,673.0,0,0.0,60.6
2024-11-03,自然搜索,华北,服饰,活跃客,141,11,2845.14,2,508.05,61.53
2025-06-24,转介绍,西南,办公,沉睡唤醒,46,3,537.29,0,0.0,24.8
2025-06-15,付费广告,西南,服饰,新客,113,3,798.43,1,245.34,465.97
2024-10-04,自然搜索,华东,数码,新客,71,0,0.0,0,0.0,32.13
2025-06-12,转介绍,西南,服饰,活跃客,58,6,1965.68,1,292.57,35.85
2025-04-08,自然搜索,华南,食品,活跃客,79,3,514.5,0,0.0,35.83
2024-05-31,自然搜索,华北,家居,高价值客,78,9,3933.93,0,0.0,31.85
2024-03-03,内容种草,华东,数码,活跃客,50,6,4726.51,0,0.0,54.09
2025-02-13,自然搜索,华北,服饰,新客,87,4,985.7,0,0.0,37.95
2024-09-28,内容种草,华北,食品,活跃客,58,2,312.46,0,0.0,64.15
2025-03-20,内容种草,华东,办公,新客,63,1,229.67,0,0.0,62.91
2024-11-19,自然搜索,华南,办公,高价值客,101,9,3344.37,0,0.0,44.62
2025-04-09,内容种草,西南,服饰,高价值客,116,7,3137.86,2,701.49,125.94
2024-07-16,自然搜索,西南,食品,沉睡唤醒,86,0,0.0,0,0.0,36.4
2024-12-11,自然搜索,华东,食品,活跃客,124,8,1193.73,1,116.0,48.24
2024-10-07,付费广告,华东,服饰,活跃客,90,2,701.41,1,295.78,244.83
2024-04-15,自然搜索,华南,食品,新客,68,5,512.93,0,0.0,28.57
2025-01-10,内容种草,西南,家居,沉睡唤醒,73,1,312.16,0,0.0,72.28
2024-04-29,转介绍,华南,数码,新客,43,5,4070.66,0,0.0,25.01
2025-05-29,自然搜索,华东,数码,活跃客,72,4,3420.13,1,754.24,28.06
2025-02-24,付费广告,华东,办公,沉睡唤醒,96,0,0.0,0,0.0,273.64
2024-10-10,自然搜索,华东,服饰,高价值客,71,7,3460.98,0,0.0,31.87
2024-09-20,付费广告,华南,家居,高价值客,87,3,1844.5,1,543.22,236.07
2024-05-05,转介绍,华南,服饰,活跃客,38,3,1201.14,0,0.0,20.4
2024-12-12,转介绍,西南,数码,新客,58,4,2172.35,0,0.0,32.06
2024-07-22,自然搜索,华南,服饰,活跃客,67,1,319.73,0,0.0,26.4
2025-03-10,付费广告,华南,家居,活跃客,104,7,3227.38,0,0.0,311.81
2024-01-07,付费广告,华南,家居,活跃客,88,1,405.33,0,0.0,269.0
2025-06-04,付费广告,西南,服饰,新客,132,6,1423.11,2,431.59,493.96
2025-03-29,付费广告,华南,办公,活跃客,95,2,660.74,0,0.0,252.6
2024-12-07,转介绍,西南,服饰,高价值客,74,7,2935.37,2,727.52,44.17
2024-06-01,付费广告,华东,家居,新客,92,0,0.0,0,0.0,248.69
2024-12-15,内容种草,西南,办公,活跃客,111,7,2195.89,0,0.0,125.87
2024-01-07,付费广告,华东,家居,活跃客,77,5,1900.37,0,0.0,221.16
2025-03-29,内容种草,华东,办公,高价值客,74,5,2030.67,0,0.0,76.65
2024-10-12,内容种草,华南,服饰,新客,74,2,529.11,0,0.0,77.9
2024-02-28,内容种草,西南,办公,活跃客,79,4,1059.1,0,0.0,83.48
2024-12-08,付费广告,华东,家居,高价值客,151,4,2434.49,0,0.0,459.98
2024-06-17,自然搜索,华北,服饰,活跃客,75,6,2045.61,0,0.0,30.22
2024-01-20,内容种草,华南,办公,沉睡唤醒,61,0,0.0,0,0.0,66.06
2024-06-17,自然搜索,华南,服饰,沉睡唤醒,80,5,1371.65,1,199.43,32.63
2024-02-26,自然搜索,华东,食品,新客,73,5,794.95,0,0.0,29.62
2024-11-10,转介绍,西南,家居,高价值客,64,9,4150.25,0,0.0,39.82
2024-12-17,内容种草,华北,办公,活跃客,96,3,949.96,1,288.02,108.4
2024-08-28,付费广告,华北,办公,活跃客,84,4,929.03,0,0.0,235.62
2025-02-02,自然搜索,华南,食品,活跃客,92,3,639.57,0,0.0,38.63
2025-05-25,自然搜索,华东,服饰,活跃客,84,3,973.06,1,262.89,35.93
2024-10-20,自然搜索,华南,服饰,新客,81,2,531.3,0,0.0,33.18
2025-02-22,付费广告,西南,数码,高价值客,91,8,9326.55,0,0.0,272.27
2024-08-20,付费广告,华东,食品,活跃客,100,5,831.96,0,0.0,296.32
2024-07-02,内容种草,西南,办公,活跃客,65,3,1070.83,0,0.0,64.61
2025-01-23,内容种草,华东,办公,活跃客,66,4,1065.38,0,0.0,73.31
2025-02-13,内容种草,华北,服饰,活跃客,86,3,1005.03,0,0.0,84.61
2024-05-14,转介绍,华东,家居,高价值客,53,6,3664.54,0,0.0,31.62
2024-08-07,内容种草,华东,家居,新客,59,1,333.41,0,0.0,58.19
2024-05-10,自然搜索,华东,办公,新客,73,3,632.55,0,0.0,30.14
2024-12-04,付费广告,西南,家居,活跃客,126,3,1207.39,0,0.0,382.52
2024-11-02,转介绍,华北,办公,新客,82,4,1142.93,0,0.0,44.75
2024-11-28,内容种草,华南,家居,活跃客,131,7,2272.06,1,294.25,147.52
2024-01-08,自然搜索,华东,服饰,高价值客,80,7,3796.36,1,532.09,34.46
2025-01-16,付费广告,华东,办公,活跃客,80,2,496.99,1,209.14,227.42
2024-04-20,自然搜索,华东,食品,活跃客,79,3,546.54,0,0.0,32.69
2025-06-29,自然搜索,华东,服饰,新客,98,5,1665.89,2,597.85,44.39
2025-06-02,自然搜索,华南,服饰,沉睡唤醒,99,0,0.0,0,0.0,44.58
2025-01-09,转介绍,华东,办公,沉睡唤醒,52,0,0.0,0,0.0,32.44
2025-01-17,内容种草,西南,服饰,沉睡唤醒,88,0,0.0,0,0.0,86.14
2025-02-07,转介绍,华北,办公,活跃客,58,4,1286.42,0,0.0,35.24
2024-10-13,付费广告,华南,数码,沉睡唤醒,89,0,0.0,0,0.0,265.1
2025-05-22,内容种草,华南,食品,高价值客,98,10,2195.32,0,0.0,100.16
2024-07-29,自然搜索,华南,食品,高价值客,82,5,813.76,0,0.0,31.93
2025-04-30,内容种草,华南,家居,活跃客,89,12,4908.6,1,347.23,89.13
2024-06-20,内容种草,华东,数码,活跃客,76,6,4367.88,0,0.0,82.24
2024-03-23,付费广告,华东,家居,活跃客,80,3,882.68,0,0.0,238.1
2024-06-10,自然搜索,华南,数码,新客,73,4,2057.35,1,418.4,31.51
2025-06-28,付费广告,华东,食品,高价值客,99,1,233.36,0,0.0,370.48
2024-12-11,付费广告,华东,家居,活跃客,148,9,3294.3,0,0.0,422.48
2024-09-14,自然搜索,华东,食品,活跃客,75,2,338.69,0,0.0,29.58
2024-07-14,内容种草,华北,服饰,活跃客,58,2,659.29,0,0.0,61.19
2024-04-16,内容种草,华东,办公,活跃客,60,2,505.37,0,0.0,65.28
2024-11-02,自然搜索,华南,办公,活跃客,113,6,1621.95,0,0.0,46.6
2024-08-04,自然搜索,华东,家居,活跃客,82,3,1355.53,1,444.09,34.93
2025-04-05,自然搜索,华东,数码,新客,88,2,907.28,0,0.0,35.52
2024-09-18,转介绍,华北,食品,活跃客,57,4,662.37,0,0.0,33.03
2024-03-26,付费广告,华北,服饰,高价值客,79,5,1991.05,1,351.2,208.44
2025-02-17,付费广告,华北,食品,高价值客,106,6,1229.49,0,0.0,285.26
2024-10-21,自然搜索,西南,家居,活跃客,85,3,1644.39,0,0.0,34.21
2024-08-19,付费广告,西南,家居,新客,80,1,344.21,0,0.0,216.44
2024-11-12,转介绍,华北,办公,活跃客,65,2,564.32,0,0.0,36.65
2025-02-17,自然搜索,华南,食品,高价值客,84,1,203.05,0,0.0,35.42
2024-02-23,付费广告,华东,数码,高价值客,75,3,3111.4,0,0.0,206.86
2024-07-18,转介绍,华东,家居,新客,53,3,749.39,0,0.0,32.55
2025-04-21,内容种草,西南,食品,活跃客,93,5,834.55,0,0.0,92.13
2024-08-22,付费广告,华北,办公,新客,97,3,630.12,0,0.0,296.86
2025-01-09,付费广告,华东,服饰,新客,78,3,833.76,0,0.0,224.8
2025-04-04,转介绍,华东,办公,新客,58,2,539.32,0,0.0,35.64
2024-08-27,自然搜索,西南,服饰,新客,69,1,253.43,0,0.0,26.75
2025-06-09,转介绍,华东,数码,新客,55,5,2866.46,0,0.0,33.99
2024-05-05,自然搜索,华南,数码,活跃客,73,5,4203.71,2,1474.93,32.14
2024-12-11,付费广告,西南,办公,活跃客,131,6,1561.45,0,0.0,344.31
2024-01-10,内容种草,西南,食品,新客,72,1,121.43,0,0.0,76.07
2025-04-28,内容种草,华南,数码,沉睡唤醒,91,3,2084.52,0,0.0,89.72
2025-06-19,付费广告,华北,食品,活跃客,119,6,1015.4,0,0.0,481.46
2024-04-04,付费广告,西南,数码,活跃客,91,5,4276.9,0,0.0,241.98
2025-03-27,内容种草,华东,办公,活跃客,79,2,489.04,0,0.0,84.0
2025-02-13,自然搜索,华北,服饰,沉睡唤醒,84,1,263.35,0,0.0,33.17
2025-01-05,自然搜索,华东,家居,新客,85,1,406.06,0,0.0,38.43
2024-12-06,付费广告,西南,食品,活跃客,145,1,159.89,0,0.0,405.52
2025-02-14,自然搜索,华北,服饰,活跃客,85,5,1625.55,0,0.0,38.13
2024-05-11,付费广告,华东,数码,高价值客,90,4,3432.35,0,0.0,244.73
2025-05-14,付费广告,华东,服饰,新客,102,0,0.0,0,0.0,379.05
2025-06-20,自然搜索,华东,服饰,新客,86,2,559.6,1,209.38,34.38
2024-06-21,内容种草,华东,食品,新客,85,2,272.06,0,0.0,94.81
2024-12-29,自然搜索,华东,服饰,新客,122,6,1961.3,2,651.45,54.65
2024-07-07,付费广告,西南,办公,沉睡唤醒,87,0,0.0,0,0.0,249.16
2024-11-24,付费广告,华南,办公,高价值客,139,2,732.62,0,0.0,386.31
2025-02-24,内容种草,华北,服饰,新客,57,0,0.0,0,0.0,55.17
2024-04-29,内容种草,华南,家居,活跃客,81,4,1472.61,0,0.0,88.73
2024-06-12,内容种草,华北,家居,新客,62,3,1348.13,0,0.0,68.9
2024-04-21,内容种草,华北,食品,新客,61,2,233.76,1,101.42,68.72
2024-08-02,付费广告,西南,家居,新客,100,3,879.19,0,0.0,272.88
2024-02-05,付费广告,西南,服饰,高价值客,76,10,4732.85,0,0.0,201.74
2024-09-01,内容种草,华东,家居,高价值客,64,3,1688.0,0,0.0,65.56
2024-02-03,付费广告,西南,服饰,活跃客,85,3,930.99,0,0.0,227.24
2024-08-19,自然搜索,华东,家居,活跃客,71,4,1710.94,0,0.0,28.27
2024-01-09,自然搜索,华东,服饰,新客,64,4,1135.06,0,0.0,25.33
2025-03-04,自然搜索,华东,数码,新客,90,3,2020.43,0,0.0,37.45
2025-04-19,自然搜索,华南,办公,沉睡唤醒,96,6,1348.7,0,0.0,43.11
2025-02-26,内容种草,华北,服饰,新客,86,3,870.19,0,0.0,93.4
2024-09-30,内容种草,西南,办公,活跃客,88,5,1242.21,0,0.0,90.88
2024-10-04,内容种草,华南,办公,沉睡唤醒,65,1,216.46,0,0.0,68.85
2025-04-03,转介绍,华南,办公,高价值客,53,8,3004.43,0,0.0,29.51
2024-09-27,自然搜索,西南,办公,高价值客,89,9,3447.89,1,291.96,39.62
2024-08-12,付费广告,华南,家居,活跃客,103,6,2368.99,0,0.0,270.85
2024-12-08,转介绍,华北,食品,活跃客,80,4,626.39,1,137.23,44.16
2025-01-16,付费广告,西南,数码,活跃客,92,3,2045.33,0,0.0,261.64
2024-06-14,转介绍,华东,服饰,新客,51,4,1084.04,1,266.12,28.6
2024-04-03,付费广告,华东,家居,新客,82,2,595.77,0,0.0,249.18
2024-02-04,自然搜索,华北,办公,新客,65,2,398.21,0,0.0,26.27
2024-06-19,付费广告,华东,服饰,活跃客,71,3,1075.62,0,0.0,201.54
2025-04-21,自然搜索,华东,数码,活跃客,106,2,1063.62,0,0.0,41.54
2024-01-06,自然搜索,华北,数码,沉睡唤醒,63,1,655.9,0,0.0,27.09
2024-09-11,自然搜索,华南,数码,新客,82,6,3600.03,1,557.61,35.38
2025-05-27,内容种草,华北,服饰,新客,91,5,1244.81,1,228.94,97.37
2025-05-27,自然搜索,华东,服饰,活跃客,73,6,1838.89,0,0.0,30.76
2024-03-01,付费广告,华东,服饰,活跃客,81,3,867.63,0,0.0,248.73
2025-06-25,自然搜索,华南,数码,沉睡唤醒,85,4,2126.9,0,0.0,35.6
2024-03-20,付费广告,华北,服饰,新客,92,1,312.11,0,0.0,245.82
2025-01-31,自然搜索,华东,家居,活跃客,91,7,2549.33,0,0.0,37.44
2024-01-07,自然搜索,华南,食品,活跃客,84,7,1105.72,1,156.06,35.36
2025-01-18,内容种草,华南,数码,高价值客,74,5,6119.77,1,1220.03,78.45
2024-04-18,自然搜索,华东,家居,高价值客,68,4,2577.27,1,576.84,28.5
2024-06-11,自然搜索,华东,服饰,沉睡唤醒,76,2,580.96,0,0.0,30.75
2024-12-04,自然搜索,华东,家居,新客,111,5,1634.33,0,0.0,49.42
2025-05-27,付费广告,华南,家居,沉睡唤醒,88,2,595.04,0,0.0,350.19
2024-09-21,转介绍,华东,数码,活跃客,55,4,3643.24,0,0.0,34.07
2025-05-06,付费广告,华东,家居,沉睡唤醒,98,3,862.61,0,0.0,366.79
2024-02-09,自然搜索,西南,食品,新客,58,1,130.43,0,0.0,24.8
2024-02-16,自然搜索,华南,食品,高价值客,59,7,1540.38,0,0.0,24.05
2024-07-30,自然搜索,华南,办公,新客,69,4,631.51,0,0.0,26.79
2024-09-13,转介绍,华东,数码,高价值客,62,5,4565.4,0,0.0,38.57
2024-01-24,付费广告,华北,食品,高价值客,74,5,943.19,0,0.0,226.86
2024-11-25,付费广告,华南,服饰,高价值客,129,11,4747.33,0,0.0,370.83
2024-06-20,转介绍,西南,家居,沉睡唤醒,62,2,504.02,1,234.8,38.52
2024-06-27,自然搜索,华南,数码,活跃客,63,5,3196.88,1,562.93,24.72
2025-06-18,转介绍,华北,服饰,新客,59,1,198.54,0,0.0,33.89
2025-05-30,自然搜索,华东,办公,沉睡唤醒,80,4,892.14,1,190.84,31.27
2025-04-03,自然搜索,华北,食品,高价值客,74,10,1943.4,0,0.0,33.17
2025-01-26,付费广告,华北,家居,沉睡唤醒,102,5,1678.93,0,0.0,288.17
2024-10-21,转介绍,华北,服饰,新客,43,3,839.06,0,0.0,25.96
2024-12-29,自然搜索,华北,家居,活跃客,126,7,2822.12,1,324.94,51.87
2024-07-19,内容种草,华北,家居,新客,75,3,1204.3,0,0.0,78.53
2024-08-21,转介绍,华北,服饰,活跃客,42,3,1037.09,0,0.0,24.05
2025-06-15,转介绍,华南,家居,新客,62,3,1059.42,0,0.0,34.51
2025-02-07,自然搜索,华南,办公,新客,86,1,216.55,0,0.0,38.57
2024-07-07,内容种草,西南,办公,活跃客,72,6,1630.74,0,0.0,80.09
2025-04-28,自然搜索,华南,家居,新客,104,3,932.19,0,0.0,46.8
2024-06-18,转介绍,西南,数码,新客,43,4,2491.57,0,0.0,23.16
2025-05-16,付费广告,华南,办公,新客,97,1,208.86,0,0.0,356.13
2024-01-20,付费广告,华北,办公,活跃客,79,5,1466.55,0,0.0,239.73
2024-01-10,付费广告,西南,家居,活跃客,68,2,557.82,0,0.0,189.71
2025-04-24,自然搜索,华东,服饰,活跃客,85,8,2279.35,3,776.35,36.2
2024-03-09,内容种草,华北,办公,新客,52,2,429.92,0,0.0,51.61
2025-02-14,付费广告,华南,服饰,活跃客,112,7,2344.97,2,616.63,334.28
2024-05-07,内容种草,华北,家居,新客,68,1,411.95,0,0.0,69.61
2024-06-25,付费广告,华南,家居,新客,74,2,732.84,0,0.0,199.56
2024-06-15,付费广告,华南,服饰,新客,87,1,333.56,0,0.0,250.75
2025-01-21,内容种草,华南,服饰,活跃客,77,3,1105.64,0,0.0,79.51
2024-04-07,自然搜索,西南,数码,新客,73,4,2561.96,0,0.0,32.18
2024-12-29,内容种草,华南,服饰,活跃客,114,9,4025.44,1,351.23,121.35
2024-10-26,内容种草,华北,办公,新客,75,4,1060.54,1,231.08,75.6
2024-07-16,自然搜索,华东,家居,新客,84,3,1267.28,0,0.0,37.51
2025-04-16,付费广告,华北,服饰,活跃客,95,2,740.6,1,281.79,346.55
2025-05-16,付费广告,华南,食品,高价值客,113,4,880.1,0,0.0,442.74
2024-06-28,付费广告,华南,家居,新客,99,3,1316.75,0,0.0,272.73
2024-11-12,付费广告,华东,食品,活跃客,151,11,1565.12,1,109.94,410.11
2024-10-16,付费广告,华东,服饰,活跃客,94,6,2074.53,0,0.0,251.69
2025-05-24,自然搜索,华北,食品,沉睡唤醒,79,2,278.5,0,0.0,34.56
2024-06-07,自然搜索,华东,家居,新客,69,4,1287.28,0,0.0,28.43
2024-04-13,自然搜索,华南,家居,新客,77,0,0.0,0,0.0,34.41
2024-12-04,转介绍,西南,家居,活跃客,65,3,1200.32,0,0.0,39.37
2024-05-10,付费广告,西南,家居,活跃客,89,3,1187.09,0,0.0,258.79
2024-03-24,内容种草,华东,办公,活跃客,50,1,336.66,1,254.94,54.73
2024-12-24,自然搜索,华东,食品,高价值客,129,14,2883.34,0,0.0,56.29
2025-06-07,自然搜索,西南,办公,新客,97,4,1030.35,1,186.34,41.53
2025-06-02,付费广告,华南,服饰,活跃客,112,2,681.17,1,303.5,441.55
2024-07-11,付费广告,华南,家居,活跃客,93,6,1867.79,0,0.0,248.88
2024-03-08,自然搜索,华东,服饰,沉睡唤醒,62,3,698.62,0,0.0,27.83
2025-05-30,内容种草,西南,数码,新客,106,2,913.07,0,0.0,103.68
2025-04-24,转介绍,华北,服饰,新客,53,4,924.09,0,0.0,29.05
2024-02-16,内容种草,华北,办公,新客,66,2,537.13,0,0.0,73.67
2024-07-15,转介绍,华北,服饰,新客,49,1,300.58,0,0.0,29.07
2025-06-21,付费广告,西南,家居,新客,109,4,1463.74,0,0.0,401.58
2024-06-02,内容种草,华东,食品,新客,71,1,125.86,0,0.0,75.6
2024-02-12,内容种草,华东,食品,沉睡唤醒,70,5,543.69,0,0.0,72.62
2024-05-21,自然搜索,华南,办公,活跃客,78,7,1851.0,0,0.0,33.13
2024-03-31,内容种草,华南,家居,沉睡唤醒,55,2,624.48,0,0.0,60.31
2024-03-04,转介绍,华南,服饰,活跃客,52,3,1022.39,2,572.31,32.13
2025-01-13,内容种草,华南,办公,高价值客,78,8,2783.34,0,0.0,84.33
2024-07-05,付费广告,西南,家居,活跃客,107,5,2017.74,0,0.0,319.78
2024-04-11,自然搜索,华北,服饰,活跃客,81,5,1586.67,0,0.0,32.84
2024-06-20,自然搜索,华北,服饰,活跃客,78,4,1380.48,0,0.0,33.03
2024-11-10,自然搜索,华东,家居,活跃客,102,7,2847.68,1,368.56,41.07
2025-04-05,付费广告,华东,食品,高价值客,115,4,924.31,0,0.0,441.25
2025-02-21,转介绍,华南,数码,新客,51,3,1874.1,0,0.0,29.94
2024-12-15,自然搜索,华东,食品,活跃客,127,6,751.88,0,0.0,56.48
2024-07-31,内容种草,华东,办公,新客,54,1,241.97,0,0.0,53.31
2025-03-26,转介绍,华北,数码,新客,46,1,618.36,0,0.0,26.59
2025-06-28,付费广告,华南,食品,高价值客,118,3,559.27,0,0.0,431.82
2024-10-19,付费广告,华南,服饰,新客,93,2,408.92,1,176.5,256.17
2024-06-01,自然搜索,华北,食品,高价值客,102,11,2683.39,0,0.0,43.15
2024-08-17,付费广告,西南,办公,沉睡唤醒,71,1,221.94,0,0.0,213.47
2024-02-21,付费广告,华东,服饰,新客,74,2,719.58,0,0.0,227.45
2025-02-14,自然搜索,西南,数码,新客,83,1,605.04,0,0.0,37.62
2024-11-05,转介绍,华东,数码,新客,83,6,3707.62,0,0.0,50.6
2025-01-15,付费广告,华北,食品,高价值客,88,8,1381.38,0,0.0,246.57
2024-09-22,自然搜索,华东,家居,新客,79,6,1900.06,0,0.0,32.14
2024-01-07,付费广告,华东,服饰,高价值客,88,9,4867.7,0,0.0,262.14
2024-02-16,内容种草,华北,服饰,活跃客,57,2,644.55,0,0.0,57.5
2025-02-14,付费广告,华北,家居,高价值客,105,5,2464.95,0,0.0,302.55
2025-03-26,内容种草,西南,家居,活跃客,84,6,2395.77,0,0.0,86.81
2024-05-14,付费广告,华北,办公,沉睡唤醒,84,2,352.78,0,0.0,240.61
2024-09-04,转介绍,华南,家居,新客,59,2,770.82,0,0.0,34.88
2024-06-02,内容种草,华东,办公,新客,79,0,0.0,0,0.0,78.96
2024-11-29,自然搜索,华南,服饰,活跃客,121,5,1252.26,0,0.0,52.21
2024-04-15,内容种草,华东,办公,高价值客,59,3,917.13,0,0.0,64.33
2025-01-01,内容种草,华南,服饰,新客,57,1,235.74,0,0.0,59.13
2024-08-16,付费广告,华北,数码,沉睡唤醒,89,2,1282.77,0,0.0,258.08
2025-01-15,付费广告,华北,服饰,新客,94,0,0.0,0,0.0,254.14
2024-02-17,自然搜索,华南,家居,活跃客,74,7,2764.88,1,300.88,28.81
2024-12-26,付费广告,华南,家居,新客,143,3,1128.03,0,0.0,416.13
2024-04-14,自然搜索,华东,食品,新客,63,3,406.67,0,0.0,26.35
2025-03-26,自然搜索,华南,数码,高价值客,88,11,9646.17,0,0.0,39.35
2024-03-02,付费广告,华东,办公,活跃客,72,4,1351.14,0,0.0,217.68
2025-04-11,自然搜索,华北,服饰,高价值客,82,7,4211.07,1,501.29,36.42
2025-01-31,转介绍,华南,食品,沉睡唤醒,52,1,153.0,0,0.0,28.71
2024-04-21,自然搜索,华东,服饰,活跃客,75,8,2370.71,1,244.11,30.5
2025-03-15,自然搜索,西南,家居,活跃客,82,7,2852.64,0,0.0,36.29
2025-04-24,自然搜索,华东,办公,沉睡唤醒,106,2,424.41,0,0.0,47.4
2025-02-15,自然搜索,华北,食品,高价值客,65,5,1135.58,0,0.0,28.25
2024-02-08,付费广告,华东,数码,新客,74,3,1953.47,0,0.0,194.77
2024-09-26,内容种草,华北,服饰,新客,61,2,570.04,0,0.0,67.88
2024-06-05,付费广告,华南,办公,新客,96,3,671.2,1,220.95,274.26
2024-08-28,转介绍,西南,数码,沉睡唤醒,44,1,593.54,0,0.0,27.2
2024-04-27,内容种草,西南,食品,新客,64,2,239.06,0,0.0,72.07
2025-05-29,自然搜索,华东,数码,高价值客,110,9,8772.12,0,0.0,44.61
2024-07-09,转介绍,华东,数码,新客,51,3,1927.79,0,0.0,28.79
2025-05-07,转介绍,华东,家居,新客,62,4,1273.71,1,242.32,35.22
2025-01-14,付费广告,华东,办公,沉睡唤醒,91,4,848.18,0,0.0,259.94
2024-06-26,内容种草,华南,办公,活跃客,89,4,1139.17,0,0.0,94.98
2025-01-07,自然搜索,华北,数码,活跃客,78,5,4092.41,0,0.0,35.05
2025-03-23,自然搜索,华东,数码,新客,89,5,3463.68,1,688.14,38.9
2024-05-12,内容种草,华东,食品,新客,89,9,1206.83,0,0.0,89.57
2025-04-12,付费广告,华南,食品,新客,91,2,228.41,0,0.0,383.7
2024-07-04,付费广告,华东,数码,活跃客,81,7,4901.37,1,555.99,221.07
2024-04-20,转介绍,华东,食品,活跃客,43,3,636.3,0,0.0,25.84
2024-11-04,自然搜索,华东,食品,活跃客,120,5,759.18,1,139.88,50.41
2025-05-21,转介绍,华东,数码,活跃客,50,5,3453.84,0,0.0,30.97
2024-12-19,自然搜索,华东,服饰,新客,119,6,1656.95,1,231.48,47.96
2024-08-27,自然搜索,华东,家居,新客,70,4,1471.48,0,0.0,28.56
2024-08-08,自然搜索,华北,服饰,沉睡唤醒,63,2,432.31,0,0.0,25.43
2024-02-11,付费广告,华南,家居,新客,83,6,1888.51,0,0.0,230.08
2024-02-17,内容种草,华东,家居,活跃客,64,3,1162.63,0,0.0,65.77
2024-01-15,内容种草,华东,办公,活跃客,59,2,518.77,1,202.6,65.99
2025-02-02,转介绍,华东,服饰,活跃客,59,3,957.0,0,0.0,31.79
2024-03-14,内容种草,华南,数码,新客,65,1,613.5,0,0.0,66.42
2024-07-03,内容种草,华南,家居,活跃客,66,6,2814.77,0,0.0,72.66
2024-12-28,自然搜索,华东,食品,活跃客,116,7,950.35,1,118.25,47.65
2024-12-30,内容种草,华南,办公,活跃客,110,5,1574.68,0,0.0,116.74
2024-01-05,付费广告,华南,数码,沉睡唤醒,71,3,2041.59,0,0.0,211.48
2025-06-26,内容种草,华北,服饰,活跃客,123,9,3325.46,2,634.35,132.72
2024-12-18,自然搜索,华东,家居,沉睡唤醒,105,1,272.4,0,0.0,43.08
2024-07-30,内容种草,华南,家居,活跃客,61,4,1481.31,0,0.0,62.2
2025-05-12,付费广告,华东,服饰,活跃客,102,3,1009.78,1,320.69,404.01
2025-02-17,转介绍,华东,数码,沉睡唤醒,44,1,545.3,0,0.0,27.4
2024-02-28,自然搜索,华东,服饰,沉睡唤醒,75,5,1601.31,0,0.0,32.01
2024-01-03,付费广告,华南,数码,新客,72,1,617.86,0,0.0,194.01
2024-05-20,自然搜索,华东,食品,沉睡唤醒,69,3,295.87,0,0.0,30.47
2024-10-29,内容种草,西南,数码,活跃客,81,2,1574.56,0,0.0,90.53
2024-06-23,内容种草,华南,办公,高价值客,73,5,1737.97,0,0.0,77.77
2024-11-26,转介绍,西南,食品,高价值客,69,7,1591.41,1,219.38,37.21
2025-02-12,内容种草,华东,服饰,高价值客,87,6,3215.49,2,891.75,90.03
2024-07-15,转介绍,华南,家居,新客,48,2,770.8,0,0.0,25.79
2024-09-16,自然搜索,华东,办公,活跃客,87,3,740.26,1,210.57,38.29
